Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
23-July-2025,1482.00,1489.95,1472.50,1487.75,1479.125996548762720240,1250566,5149,1849744681.00,173053,13.84,17.45,5.75
22-July-2025,1471.15,1482.00,1470.15,1473.55,1474.240997161799177991,1748643,33110,2577921200.00,566235,32.38,11.85,2.40
21-July-2025,1440.65,1467.60,1436.35,1465.85,1456.394232127430849315,672553,17448,979502310.00,383737,57.06,31.25,25.20
18-July-2025,1417.00,1428.65,1408.35,1426.50,1415.942887973784643704,252066,8610,356911060.00,149339,59.25,20.30,9.50
17-July-2025,1420.95,1421.00,1409.30,1419.05,1413.880798807973627428,1383862,7998,1956615910.00,769537,55.61,11.70,-1.90
16-July-2025,1423.05,1429.15,1419.00,1425.05,1425.026033440620508932,618589,4516,881505429.00,575406,93.02,10.15,2.00
15-July-2025,1422.00,1433.80,1419.90,1431.45,1429.520198771764930782,1004368,13211,1435764343.00,184940,18.41,13.90,9.45
14-July-2025,1424.00,1424.70,1416.00,1422.75,1421.656735974462911868,1956057,5340,2780841610.00,1929090,98.62,8.70,-1.25
11-July-2025,1423.60,1427.95,1414.55,1422.20,1419.610018151901379022,306304,5727,434832227.00,233431,76.21,13.40,-1.40
10-July-2025,1433.00,1438.65,1422.25,1424.50,1426.351307743636303969,182834,6349,260785515.00,115543,63.20,16.40,-8.50
9-July-2025,1439.95,1439.95,1426.60,1432.00,1431.135022033414703737,189258,5329,270853752.00,152018,80.32,13.35,-7.95
8-July-2025,1437.95,1445.40,1430.50,1442.15,1441.248084159956158153,780989,13575,1125598900.00,277506,35.53,14.90,4.20
7-July-2025,1439.65,1440.45,1429.55,1435.55,1432.668322641843116448,124398,3144,178221074.00,74575,59.95,10.90,-4.10
4-July-2025,1426.00,1444.00,1421.10,1442.65,1428.894101558390814961,332715,9697,475414501.00,156898,47.16,22.90,16.65
3-July-2025,1431.30,1446.40,1424.15,1426.20,1430.209069042939938092,199977,5541,286008919.00,127900,63.96,22.25,-5.10
2-July-2025,1434.05,1451.00,1422.65,1428.15,1428.699169024523514550,369686,7400,528170081.00,302134,81.73,28.35,-5.90
1-July-2025,1445.80,1448.45,1429.95,1432.00,1434.722915551998283229,1379334,18045,1978962098.00,376344,27.28,18.50,-13.80
30-June-2025,1461.75,1461.80,1442.50,1445.80,1451.297601533960361670,120994,4897,175598302.00,38031,31.43,19.30,-15.95
27-June-2025,1438.00,1465.40,1438.00,1461.75,1452.932660590734554333,332569,9690,483200362.00,240383,72.28,27.40,23.75
26-June-2025,1423.95,1447.50,1423.20,1439.25,1435.579850804423443399,141157,3186,202642145.00,76282,54.04,24.30,15.30
25-June-2025,1423.95,1428.95,1416.40,1425.80,1421.486356690678891071,109944,2537,156283896.00,83224,75.70,12.55,1.85
24-June-2025,1426.25,1436.20,1416.40,1423.90,1424.817821277223968836,894111,19283,1273945287.00,88729,9.92,19.80,-2.35
23-June-2025,1413.90,1423.00,1412.25,1419.60,1418.328497864356712306,125255,4680,177652736.00,78218,62.45,10.75,5.70
20-June-2025,1411.35,1433.45,1410.85,1427.35,1426.988056503769316246,375267,8926,535501527.00,168923,45.01,22.60,16.00
19-June-2025,1409.95,1414.90,1405.10,1411.35,1409.502941259253004587,35529,2061,50078230.00,18606,52.37,9.80,1.40
18-June-2025,1417.50,1431.80,1410.30,1412.25,1414.242949617002912935,92690,2123,131086179.00,57076,61.58,21.50,-5.25
17-June-2025,1427.20,1429.80,1417.60,1423.05,1421.501740429631786927,1503939,20411,2137851906.00,536508,35.67,12.20,-4.15
16-June-2025,1416.50,1429.00,1414.15,1426.85,1422.158573415585920898,310588,10607,441705387.00,131830,42.45,14.85,10.35
13-June-2025,1401.05,1421.30,1401.05,1416.20,1412.493333069427125599,151569,6641,214090202.00,61381,40.50,20.25,15.15
12-June-2025,1431.00,1436.45,1419.60,1425.30,1424.766188339116005430,106064,2022,151116401.00,71506,67.42,16.85,-5.70
11-June-2025,1423.00,1434.40,1418.35,1430.85,1430.464949004456605346,170309,3626,243621055.00,113293,66.52,16.05,7.85
10-June-2025,1440.00,1440.90,1416.50,1422.90,1420.854058450836638998,1207271,16542,1715355900.00,864145,71.58,24.40,-17.10
9-June-2025,1467.45,1467.50,1434.00,1434.95,1438.827297338538639453,583251,8017,839197460.00,434290,74.46,33.50,-32.50
6-June-2025,1447.10,1461.95,1442.80,1459.50,1456.884209293095451002,418246,13000,609335993.00,160388,38.35,19.15,12.40
5-June-2025,1430.35,1458.50,1428.00,1454.75,1446.024999072872241794,269650,7459,389920641.00,195483,72.50,30.50,24.40
4-June-2025,1441.90,1441.90,1426.00,1431.10,1430.938295342424165760,79054,4350,113121396.00,35088,44.38,15.90,-10.80
3-June-2025,1451.35,1453.95,1431.75,1438.00,1437.868451389574449790,1256068,31785,1806060550.00,125254,9.97,22.20,-13.35
2-June-2025,1442.95,1454.85,1432.20,1451.05,1443.466179408026148538,330420,11629,476950095.00,140275,42.45,22.65,8.10
30-May-2025,1460.25,1461.00,1444.35,1445.95,1452.243115520135496846,132254,5282,192064961.00,70836,53.56,16.65,-14.30
29-May-2025,1453.85,1463.00,1445.05,1456.65,1449.182722095460700836,107814,2901,156242186.00,70374,65.27,17.95,2.80
28-May-2025,1446.40,1458.10,1443.15,1453.75,1451.699531075027995520,142880,5165,207418829.00,95207,66.63,14.95,7.35
27-May-2025,1451.00,1462.75,1435.30,1447.05,1445.504644394545248943,1176149,27225,1700128842.00,259682,22.08,27.45,-3.95
26-May-2025,1453.05,1471.10,1453.05,1460.50,1460.238019855440611616,325956,10161,475973344.00,173395,53.20,18.05,7.45
23-May-2025,1440.55,1451.15,1435.00,1449.90,1446.795053152833409386,118338,3429,171210833.00,74525,62.98,16.15,9.35
22-May-2025,1438.35,1444.95,1428.00,1442.00,1433.563615134235970601,125041,5663,179254228.00,41671,33.33,16.95,3.65
21-May-2025,1440.40,1451.60,1438.50,1444.95,1443.333609828930547558,102473,3868,147902725.00,42442,41.42,13.10,4.55
20-May-2025,1451.95,1458.00,1435.40,1437.55,1439.278802138623629808,413537,10066,595195038.00,158970,38.44,22.60,-14.40
19-May-2025,1451.95,1459.70,1444.00,1448.85,1454.620227551359464692,436385,8125,634774448.00,208146,47.70,15.70,-3.10
16-May-2025,1452.30,1458.55,1446.90,1453.65,1454.079912627939202168,926612,8436,1347367896.00,815486,88.01,11.65,1.35
15-May-2025,1426.00,1456.00,1416.00,1450.85,1442.348786601123049721,154401,4937,222700095.00,101834,65.95,40.00,24.85
14-May-2025,1431.00,1439.70,1417.20,1424.95,1427.652747641741342126,152549,5377,217786999.00,81784,53.61,22.50,-6.05
13-May-2025,1441.95,1447.60,1427.05,1431.10,1432.103040020699347852,510161,14773,730603119.00,246748,48.37,20.55,-10.85
12-May-2025,1418.95,1452.60,1403.05,1449.70,1436.062376832187291196,118233,4654,169789963.00,71002,60.05,49.55,30.75
9-May-2025,1412.10,1420.55,1386.80,1388.70,1397.257902368922442662,153783,7138,214874512.00,71637,46.58,33.75,-23.40
8-May-2025,1440.00,1448.50,1426.20,1433.95,1440.814479207015449482,157481,4591,226900905.00,120575,76.56,22.30,-6.05
7-May-2025,1422.05,1442.00,1420.70,1435.35,1430.118455866617380984,205604,6971,294038075.00,135485,65.90,21.30,13.30
6-May-2025,1427.00,1433.25,1420.60,1431.65,1426.850769097259887618,184372,8781,263071330.00,118773,64.42,12.65,4.65
5-May-2025,1437.10,1446.20,1426.40,1428.75,1430.731524011787754564,121482,5728,173808127.00,90538,74.53,19.80,-8.35
2-May-2025,1426.40,1446.25,1425.55,1431.75,1437.573266293132163107,537389,8116,772536060.00,463868,86.32,20.70,5.35
30-April-2025,1433.05,1433.10,1415.10,1422.55,1428.792768312911828587,436468,10347,623622322.00,388951,89.11,18.00,-10.50
29-April-2025,1425.10,1438.15,1422.60,1429.45,1427.413808517127862093,380316,8451,542868310.00,265797,69.89,15.55,4.35
28-April-2025,1406.00,1434.90,1404.80,1428.35,1428.279169860267672896,424025,13811,605626075.00,365145,86.11,30.10,22.35
25-April-2025,1410.00,1415.45,1388.40,1404.55,1399.198908333890841259,254107,8029,355546237.00,164203,64.62,27.05,-5.45
24-April-2025,1419.10,1420.00,1398.60,1402.25,1407.637298755487701676,289511,5871,407526482.00,221264,76.43,21.40,-16.85
23-April-2025,1429.90,1429.90,1411.65,1424.00,1419.663397567209905190,275815,6111,391564460.00,201072,72.90,18.25,-5.90
22-April-2025,1414.65,1418.50,1398.65,1416.00,1409.651951136845882832,351103,8848,494933029.00,193346,55.07,19.85,1.35
21-April-2025,1437.00,1437.00,1405.30,1409.40,1415.857349233651025529,679064,13020,961457755.00,331839,48.87,31.70,-27.60
17-April-2025,1362.25,1408.60,1361.00,1406.65,1390.096975090467498276,593307,18103,824754266.00,385822,65.03,47.60,44.40
16-April-2025,1360.00,1360.00,1343.00,1356.75,1349.325183383463261923,260656,4761,351709705.00,201071,77.14,17.00,-3.25
15-April-2025,1352.05,1353.80,1336.40,1349.40,1347.698438314579267645,1083765,9702,1460588398.00,989710,91.32,17.40,-2.65
11-April-2025,1309.90,1324.95,1307.80,1311.85,1314.799109479752016599,158559,3662,208473232.00,96378,60.78,17.15,1.95
9-April-2025,1299.35,1304.85,1284.90,1300.50,1290.562922812922812922,121212,3672,156431713.00,81215,67.00,19.95,1.15
8-April-2025,1295.10,1310.00,1287.55,1299.30,1298.690826093741871716,307568,9405,399435740.00,88454,28.76,22.45,4.20
7-April-2025,1303.90,1324.80,1265.70,1287.65,1282.841806797269340471,980276,14125,1257539035.00,843141,86.01,59.10,-16.25
4-April-2025,1331.55,1338.00,1322.65,1334.95,1329.287326374145246158,294383,6166,391319591.00,254155,86.33,15.35,3.40
3-April-2025,1306.55,1333.00,1306.55,1329.00,1328.717273828931423360,253337,5537,336613248.00,213386,84.23,26.45,22.45
2-April-2025,1325.00,1338.00,1323.80,1331.45,1330.792074715095675077,405487,8912,539618886.00,360090,88.80,14.20,6.45
1-April-2025,1340.00,1352.00,1315.00,1317.60,1332.022196468479631801,361544,11964,481584633.00,149087,41.24,37.00,-22.40
28-March-2025,1337.00,1357.80,1326.90,1348.40,1344.152690627929155871,244311,8471,328391288.00,149619,61.24,30.90,11.40
27-March-2025,1332.20,1351.00,1332.20,1336.75,1342.590928907044709605,61933,3177,83150684.00,27919,45.08,18.80,4.55
26-March-2025,1343.00,1357.75,1331.20,1335.40,1342.530281248217240002,175290,6956,235332133.00,82053,46.81,26.55,-7.60
25-March-2025,1358.60,1363.55,1330.00,1344.40,1346.557273344329776519,548056,22351,737988793.00,305067,55.66,33.55,-14.20
24-March-2025,1355.00,1372.50,1343.50,1358.20,1360.531129035459772776,302258,14034,411231418.00,209046,69.16,29.00,3.20
21-March-2025,1318.65,1347.85,1312.05,1341.45,1338.496017684436549846,331591,7185,443833233.00,210404,63.45,35.80,22.80
20-March-2025,1321.95,1324.00,1311.35,1321.35,1318.203663527990874728,44711,2535,58938204.00,18318,40.97,12.65,-0.60
19-March-2025,1309.55,1316.70,1302.20,1312.70,1311.312752889121765202,171765,3707,225237635.00,130109,75.75,14.50,3.15
18-March-2025,1281.10,1313.60,1281.10,1309.60,1301.509108620836770101,281272,11776,366078070.00,121913,43.34,32.50,28.50
17-March-2025,1257.00,1274.00,1256.35,1268.35,1268.752511873450774849,211396,7554,268209206.00,159134,75.28,17.65,11.35
13-March-2025,1244.90,1256.00,1244.85,1250.25,1254.265738737522688591,1326107,7012,1663290576.00,1194499,90.08,11.15,5.35
12-March-2025,1244.80,1251.05,1235.40,1242.60,1243.254502235375606070,254096,6267,315905996.00,209332,82.38,15.65,-2.20
11-March-2025,1214.85,1247.60,1214.85,1244.80,1240.575578756241488878,158616,5953,196775136.00,86145,54.31,32.75,29.95
10-March-2025,1212.00,1225.50,1209.80,1214.50,1220.349636176148283675,309353,8606,377518821.00,228340,73.81,15.70,2.50
7-March-2025,1214.00,1217.55,1206.45,1214.30,1213.506135917712111302,168190,6333,204099597.00,124923,74.27,11.10,0.30
6-March-2025,1225.10,1225.10,1209.05,1218.40,1218.006020636890757859,53981,2664,65749183.00,27818,51.53,16.05,-6.70
5-March-2025,1219.45,1226.20,1211.50,1215.60,1215.957474895101598227,212110,7646,257916740.00,144779,68.26,14.70,-3.85
4-March-2025,1206.10,1216.00,1206.10,1210.45,1209.088312662024093935,157384,5493,190291155.00,100418,63.80,9.90,4.35
3-March-2025,1206.60,1219.15,1204.10,1206.10,1209.871403210225017762,1033074,7762,1249886690.00,955513,92.49,15.05,-0.50
28-February-2025,1216.90,1224.85,1200.20,1203.10,1215.513356071353113398,198786,7604,241627038.00,139993,70.42,24.65,-13.80
27-February-2025,1224.00,1234.30,1218.60,1221.45,1226.546532085918217597,239856,4770,294194545.00,186000,77.55,15.70,-2.55
25-February-2025,1227.00,1231.95,1221.40,1224.00,1224.432567305270332340,674910,14576,826381784.00,260234,38.56,10.55,-3.00
24-February-2025,1231.80,1231.80,1210.30,1218.20,1216.402992311422040590,129933,6036,158050890.00,74129,57.05,21.50,-13.60
21-February-2025,1242.95,1243.50,1224.95,1232.60,1231.485199475512105824,664267,7635,818034979.00,600087,90.34,18.55,-10.35
