Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
19-July-2024,241.55,241.80,228.05,228.65,232.217536082735117717,948376,19341,220229538.00,505040,53.25,13.75,-12.90
18-July-2024,246.05,246.15,240.75,241.90,242.862339711422209566,214223,3561,52026699.00,86709,40.48,5.40,-4.15
16-July-2024,248.85,250.60,245.45,246.50,248.645028895392186936,446611,8993,111047605.00,251851,56.39,5.15,-2.35
15-July-2024,246.50,248.20,243.75,247.15,246.702873008422413716,225826,2918,55711923.00,99887,44.23,4.45,0.65
12-July-2024,247.50,248.80,244.30,246.20,247.021919803450028210,249911,3093,61733495.00,75085,30.04,4.50,-1.30
11-July-2024,246.25,247.30,244.25,246.15,245.824706424031704913,232393,3011,57127941.00,92696,39.89,3.05,-0.10
10-July-2024,251.35,252.40,239.80,244.80,244.190375269658393191,421830,7717,103006826.00,211043,50.03,12.60,-6.55
9-July-2024,251.95,254.25,250.05,251.15,252.261168938223310809,676922,6832,170761135.00,477871,70.59,4.20,-0.80
8-July-2024,252.15,253.40,249.50,250.05,250.705969102516257326,554673,4940,139059832.00,378745,68.28,3.90,-2.10
5-July-2024,250.00,253.60,249.00,252.10,251.467774663995064249,863901,13294,217243262.00,616244,71.33,4.60,2.10
4-July-2024,253.20,255.35,250.90,251.55,252.795883608617322453,660530,7329,166979265.00,316940,47.98,4.45,-1.65
3-July-2024,246.05,252.20,246.05,251.25,249.427540641350425827,785530,9837,195932816.00,480003,61.11,6.15,5.20
2-July-2024,251.65,251.65,242.30,244.35,246.202037040643439989,770235,13111,189633426.00,392067,50.90,9.35,-7.30
1-July-2024,246.45,252.25,245.00,251.65,250.099885032052649888,773259,8416,193391987.00,295759,38.25,7.25,5.20
28-June-2024,246.60,250.80,245.50,246.15,247.829488948238210470,542176,7619,134367201.00,192413,35.49,5.30,-0.45
27-June-2024,250.20,253.25,241.30,245.60,246.689155064079802566,906838,12019,223707100.00,324640,35.80,11.95,-4.60
26-June-2024,255.45,255.95,248.20,249.30,250.615014728676317518,927103,11894,232345932.00,510484,55.06,7.75,-6.15
25-June-2024,266.80,267.35,255.70,258.05,260.759175020357734535,427356,7457,111436998.00,197838,46.29,11.65,-8.75
24-June-2024,267.95,267.95,262.15,264.00,264.758809066922523386,500280,4758,132453537.00,312037,62.37,5.80,-3.95
