Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-February-2023,1698.80,1729.70,1689.70,1725.95,1717.694653770841986589,67412,5651,115793232.00,24762,36.73,40.00,27.15
24-February-2023,1709.00,1723.50,1694.70,1697.30,1707.714869664276619982,14923,1700,25484229.00,7056,47.28,28.80,-11.70
23-February-2023,1710.00,1713.95,1688.05,1707.05,1703.799984073051603312,37672,4119,64185553.00,16204,43.01,25.90,-2.95
22-February-2023,1728.40,1728.40,1698.40,1700.65,1708.683909748973458070,23623,2345,40364240.00,13628,57.69,30.00,-27.75
21-February-2023,1737.30,1744.35,1725.50,1728.50,1730.747829354640928779,50561,5545,87508341.00,34153,67.55,18.85,-8.80
20-February-2023,1762.40,1766.60,1730.00,1737.25,1746.484577959333547528,43574,5283,76101319.00,18843,43.24,36.60,-25.15
17-February-2023,1785.95,1790.80,1751.15,1759.50,1774.329846527300892728,250468,4287,444412848.00,228585,91.26,39.65,-26.45
16-February-2023,1803.95,1803.95,1783.50,1788.45,1794.808269979603189319,21572,1789,38717604.00,9016,41.79,20.45,-15.50
15-February-2023,1796.95,1796.95,1760.05,1785.05,1780.177066535791909135,28526,1723,50781331.00,18824,65.99,36.90,-11.90
14-February-2023,1770.00,1776.00,1764.75,1769.05,1767.660835788909724082,37330,1130,65986779.00,15912,42.63,11.25,-0.95
13-February-2023,1771.55,1784.00,1761.65,1773.20,1772.655578778850002223,22487,1438,39861706.00,15752,70.05,22.35,1.65
10-February-2023,1770.00,1778.00,1764.80,1771.55,1771.143205659917052939,12297,1170,21779748.00,5178,42.11,13.20,1.55
9-February-2023,1762.00,1774.90,1748.75,1770.50,1758.809665757594976850,15767,1653,27731152.00,5563,35.28,26.15,8.50
8-February-2023,1775.05,1779.30,1762.80,1764.70,1770.635386269390262632,13022,1339,23057214.00,5601,43.01,16.50,-10.35
7-February-2023,1748.05,1780.00,1747.95,1774.85,1765.768434906591598727,54706,4245,96598128.00,31026,56.71,32.05,26.80
6-February-2023,1780.35,1780.35,1740.45,1747.15,1751.133145650560865959,45822,4753,80240423.00,17374,37.92,39.90,-33.20
3-February-2023,1763.05,1783.15,1746.40,1780.50,1764.461469467075267209,53516,5354,94426920.00,23654,44.20,36.75,17.45
2-February-2023,1725.00,1767.35,1724.95,1762.40,1749.148880447820871651,50020,6282,87492427.00,27451,54.88,42.40,37.40
1-February-2023,1746.70,1783.45,1720.40,1745.95,1756.851567944250871080,38745,3474,68069214.00,11594,29.92,63.05,-0.75
31-January-2023,1730.00,1738.25,1713.05,1730.25,1727.729066112668236726,111673,15151,192940688.00,74083,66.34,25.20,0.25
30-January-2023,1705.05,1730.95,1684.95,1726.25,1715.329826497878651995,202937,12942,348103889.00,170579,84.06,46.00,21.20
27-January-2023,1750.85,1752.05,1703.75,1714.00,1721.266873214351972097,107804,9514,185559454.00,63307,58.72,48.30,-36.85
25-January-2023,1752.00,1759.70,1733.50,1749.55,1750.010584901098430245,653478,6140,1143593417.00,610724,93.46,26.20,-2.45
24-January-2023,1788.10,1789.95,1749.85,1759.90,1766.836914267703299012,38072,4599,67267015.00,22799,59.88,40.10,-28.20
23-January-2023,1796.00,1799.40,1770.55,1783.20,1786.130485414832277672,70414,5665,125768592.00,28062,39.85,28.85,-12.80
20-January-2023,1771.25,1776.05,1757.25,1763.25,1765.937015104381395000,53362,6958,94233931.00,37044,69.42,18.80,-8.00
19-January-2023,1799.15,1800.70,1765.00,1767.90,1773.249271430007034468,79608,5532,141164828.00,56866,71.43,35.70,-31.25
18-January-2023,1805.95,1826.80,1796.35,1798.95,1810.133663118972667765,140091,7177,253583435.00,88463,63.15,30.45,-7.00
17-January-2023,1772.55,1801.70,1772.55,1796.05,1792.087758553401847274,38435,4280,68878893.00,25561,66.50,29.15,23.50
16-January-2023,1781.05,1798.00,1780.85,1785.50,1794.907673646072003361,1261330,2884,2263970896.00,1249840,99.09,17.15,4.45
13-January-2023,1783.95,1787.25,1759.05,1779.90,1778.882997333514495830,117758,6093,209477704.00,95618,81.20,28.20,-4.05
12-January-2023,1804.05,1805.15,1772.75,1779.60,1781.879006070873923478,35415,5681,63105245.00,21010,59.33,32.40,-24.45
11-January-2023,1796.00,1804.55,1784.05,1802.35,1797.401590457256461232,17605,2458,31643255.00,8124,46.15,20.50,6.35
10-January-2023,1816.95,1816.95,1789.05,1795.70,1801.783240035355023359,23759,3244,42808568.00,11203,47.15,27.90,-21.25
9-January-2023,1801.00,1816.00,1789.00,1811.85,1803.160562730627306273,43360,4319,78185042.00,17881,41.24,27.00,10.85
6-January-2023,1822.05,1824.50,1771.00,1786.90,1788.911110071462824126,85499,8055,152950111.00,44572,52.13,53.50,-35.15
5-January-2023,1821.00,1832.95,1806.20,1820.60,1819.946843569441472287,23365,3167,42523058.00,10545,45.13,26.75,-0.40
4-January-2023,1836.50,1836.50,1814.10,1820.85,1827.076771821834658459,23394,2530,42742634.00,11564,49.43,22.40,-15.65
3-January-2023,1830.45,1836.50,1820.45,1833.00,1827.033704023073949629,67262,4871,122889941.00,46345,68.90,16.05,2.55
2-January-2023,1820.20,1832.50,1817.00,1825.85,1826.848811817597944765,15570,1494,28444036.00,6537,41.98,15.50,5.65
