date,open_price,high_price,low_price,close_price,no_of_shares,no_of_trades,total_turnover
2025-10-17,1484.45,1559.2,1477.05,1530.6,8913,615,13761920.0
2025-10-16,1494.6,1513.9,1484.45,1486.7,1031,143,1548675.0
2025-10-15,1479.7,1500.0,1479.7,1493.25,704,140,1050056.0
2025-10-14,1478.0,1480.0,1464.0,1470.15,306,123,450081.0
2025-10-13,1481.0,1493.7,1465.1,1479.0,543,40,800717.0
2025-10-10,1473.0,1480.1,1463.55,1467.7,743,74,1092516.0
2025-10-09,1466.75,1477.95,1461.45,1469.95,1045,208,1536232.0
2025-10-08,1463.95,1487.5,1459.6,1470.1,139333,112,205432276.0
2025-10-07,1569.9,1569.9,1386.95,1463.3,75665,93,110995273.0
2025-10-06,1426.05,1444.85,1426.05,1440.55,722,83,1038368.0
2025-10-03,1390.0,1434.75,1381.8,1432.5,497,73,700719.0
2025-10-01,1398.2,1405.95,1395.0,1403.1,126351,56,177395557.0
2025-09-30,1430.0,1436.55,1408.0,1409.75,194,64,274829.0
2025-09-29,1452.9,1453.9,1430.0,1437.45,683,70,985732.0
2025-09-26,1461.0,1461.0,1433.75,1445.4,227,60,328491.0
2025-09-25,1460.95,1475.65,1460.95,1468.35,190,119,278827.0
2025-09-24,1474.05,1498.4,1442.4,1468.3,891,62,1312730.0
2025-09-23,1484.05,1484.05,1460.4,1476.7,199,34,292180.0
2025-09-22,1492.15,1493.85,1411.6,1484.15,423,58,626796.0
2025-09-19,1474.0,1505.05,1473.4,1492.15,383,63,570891.0
2025-09-18,1484.15,1493.0,1471.0,1480.0,52671,232,77950590.0
2025-09-17,1488.55,1488.55,1472.95,1482.0,398,202,590449.0
2025-09-16,1449.1,1476.0,1447.55,1474.0,687,120,1003357.0
2025-09-15,1450.45,1461.1,1432.35,1447.55,56440,582,81500034.0
2025-09-12,1459.6,1462.65,1449.9,1452.75,571,47,833753.0
2025-09-11,1449.85,1459.65,1430.0,1459.05,334,85,484835.0
2025-09-10,1441.55,1447.55,1430.45,1437.9,554,97,795392.0
2025-09-09,1432.0,1446.25,1431.9,1435.55,268,51,384963.0
2025-09-08,1434.1,1440.0,1429.95,1432.0,319,65,457761.0
2025-09-05,1442.7,1448.6,1422.2,1437.95,475,63,683071.0
2025-09-04,1450.45,1450.45,1428.45,1428.45,86,16,123353.0
2025-09-03,1441.0,1441.0,1417.1,1433.9,320,62,456655.0
2025-09-02,1455.45,1455.45,1423.75,1441.65,273,49,391521.0
2025-09-01,1445.0,1456.65,1430.0,1431.05,305,89,441447.0
2025-08-29,1465.85,1465.85,1424.55,1445.1,296,75,422840.0
2025-08-28,1445.0,1445.0,1429.6,1430.1,466,45,668119.0
2025-08-26,1465.65,1465.65,1445.0,1447.85,604,113,879196.0
2025-08-25,1460.15,1480.0,1452.75,1465.1,295,64,431667.0
2025-08-22,1471.1,1477.7,1460.0,1471.75,225,45,331130.0
2025-08-21,1473.9,1515.0,1471.5,1475.65,409,65,604188.0
2025-08-20,1455.0,1489.9,1455.0,1466.6,1021,158,1506872.0
2025-08-19,1446.35,1480.3,1439.4,1459.35,1450,283,2125800.0
2025-08-18,1547.95,1547.95,1425.5,1439.25,433,76,627328.0
2025-08-14,1417.75,1422.65,1417.0,1419.4,583,91,827724.0
2025-08-13,1404.0,1419.5,1404.0,1417.75,530,89,748743.0
2025-08-12,1404.55,1408.0,1395.25,1407.2,253,143,355694.0
2025-08-11,1400.0,1415.3,1394.35,1410.5,730,125,1026792.0
2025-08-08,1460.0,1460.0,1402.1,1414.2,6748,615,9542051.0
2025-08-07,1454.6,1460.9,1441.25,1458.75,738,150,1069497.0
2025-08-06,1520.1,1520.1,1459.0,1460.45,804,120,1179593.0
2025-08-05,1459.9,1472.55,1458.95,1467.6,171,100,250905.0
2025-08-04,1429.65,1458.95,1420.0,1455.8,128,49,184927.0
2025-08-01,1439.55,1446.8,1418.3,1420.0,1835,249,2642503.0
2025-07-31,1438.55,1456.05,1432.0,1439.55,567,135,816110.0
2025-07-30,1415.25,1469.65,1415.25,1464.35,251,51,366793.0
2025-07-29,1438.0,1453.4,1437.25,1451.5,224,105,324864.0
2025-07-28,1449.5,1468.0,1429.8,1430.4,889,136,1279121.0
2025-07-25,1479.25,1481.2,1456.7,1463.45,598,82,877748.0
2025-07-24,1479.85,1498.1,1471.3,1473.75,684,90,1013100.0
2025-07-23,1440.05,1479.35,1432.4,1474.4,757,161,1100715.0
2025-07-22,1443.95,1447.0,1424.8,1444.0,576,85,828446.0
2025-07-21,1400.0,1496.5,1400.0,1440.1,1146,148,1655008.0
2025-07-18,1460.0,1498.4,1427.0,1444.7,59578,1875,85737846.0
2025-07-17,1452.35,1456.95,1446.5,1455.0,432,54,626991.0
2025-07-16,1464.0,1464.0,1449.55,1453.95,235,58,341957.0
2025-07-15,1453.9,1464.15,1451.0,1458.1,1130,220,1646774.0
2025-07-14,1433.2,1452.2,1422.45,1450.55,1814,138,2601249.0
2025-07-11,1474.95,1475.0,1437.7,1444.45,947,158,1376430.0
2025-07-10,1521.0,1521.0,1482.75,1488.8,633,140,945789.0
2025-07-09,1545.5,1554.2,1520.9,1535.1,1496,265,2299847.0
2025-07-08,1536.5,1544.3,1526.8,1543.1,120207,70,185118328.0
2025-07-07,1539.05,1554.9,1526.05,1544.2,427,134,656665.0
2025-07-04,1543.75,1547.4,1520.0,1532.35,5972,216,9096433.0
2025-07-03,1540.95,1568.8,1531.25,1538.95,1167,148,1794900.0
2025-07-02,1543.05,1555.0,1537.65,1548.7,1558,139,2412829.0
2025-07-01,1525.0,1544.95,1525.0,1535.2,489,71,749827.0
2025-06-30,1532.2,1537.4,1520.7,1532.65,520,81,794306.0
2025-06-27,1528.25,1551.95,1528.25,1539.05,433,97,666012.0
2025-06-26,1478.5,1535.55,1478.5,1528.2,1118,241,1699476.0
2025-06-25,1461.55,1500.0,1461.55,1492.7,2116,635,3142264.0
2025-06-24,1470.0,1484.65,1459.45,1463.3,3729,379,5472927.0
2025-06-23,1589.9,1589.9,1451.0,1460.85,4270,235,6253615.0
2025-06-20,1401.0,1468.4,1401.0,1455.1,2972,243,4278493.0
2025-06-19,1399.7,1400.95,1396.65,1398.9,515,35,720252.0
2025-06-18,1382.8,1400.35,1379.85,1384.5,258,72,359443.0
2025-06-17,1393.5,1393.5,1380.65,1383.05,1070,234,1480334.0
2025-06-16,1370.5,1401.0,1370.5,1387.9,1200,309,1670943.0
2025-06-13,1380.55,1394.4,1368.5,1376.2,614,102,844174.0
2025-06-12,1393.0,1409.0,1366.55,1381.9,837,75,1161978.0
2025-06-11,1391.3,1403.85,1372.4,1393.0,946,133,1318230.0
2025-06-10,1405.95,1409.55,1387.55,1389.55,796,107,1113094.0
2025-06-09,1398.8,1404.2,1385.8,1397.0,801,82,1116291.0
2025-06-06,1408.75,1415.9,1401.0,1406.75,1120,97,1579500.0
2025-06-05,1420.05,1420.05,1406.95,1408.75,576,97,813728.0
2025-06-04,1407.5,1431.0,1400.0,1417.7,31930,174,45261373.0
2025-06-03,1400.5,1408.4,1384.45,1394.0,6208,925,8676648.0
2025-06-02,1400.25,1411.0,1370.0,1401.9,815,170,1138889.0
2025-05-30,1397.65,1407.7,1393.0,1403.8,726,116,1017962.0
2025-05-29,1401.55,1416.95,1385.45,1412.55,816,106,1146973.0
2025-05-28,1396.0,1428.4,1392.4,1410.25,37267,162,52542921.0
2025-05-27,1383.9,1398.4,1362.4,1382.45,1343,132,1861393.0
2025-05-26,1388.2,1397.4,1383.6,1389.45,3884,209,5392100.0
2025-05-23,1385.4,1386.1,1361.35,1380.05,495,104,684486.0
2025-05-22,1379.0,1449.0,1371.9,1380.25,230,41,317047.0
2025-05-21,1355.0,1373.65,1355.0,1369.15,986,111,1343127.0
2025-05-20,1354.65,1359.0,1348.0,1354.95,634,102,858163.0
2025-05-19,1359.1,1365.0,1350.0,1356.1,403,64,545950.0
2025-05-16,1399.5,1399.5,1351.05,1359.2,2744,590,3730787.0
2025-05-15,1440.0,1440.0,1364.3,1400.1,1456,156,2016750.0
2025-05-14,1397.9,1449.9,1371.0,1383.25,4214,471,5826642.0
2025-05-13,1417.95,1444.35,1356.05,1361.95,754,114,1036448.0
2025-05-12,1394.0,1424.4,1394.0,1415.65,1113,105,1573744.0
2025-05-09,1387.05,1394.45,1352.4,1394.0,729,55,997937.0
2025-05-08,1435.75,1435.75,1408.7,1409.35,315,31,447749.0
2025-05-07,1426.85,1453.0,1332.45,1433.95,856,171,1224551.0
2025-05-06,1409.0,1451.2,1409.0,1434.75,1635,176,2355152.0
2025-05-05,1403.45,1424.0,1392.4,1408.8,676,76,950971.0
2025-05-02,1418.35,1428.4,1381.35,1396.1,326,110,454512.0
2025-04-30,1340.05,1414.3,1340.05,1411.65,341,74,475956.0
2025-04-29,1375.05,1384.0,1370.4,1375.4,127,27,175228.0
2025-04-28,1372.45,1391.0,1362.4,1368.65,704,254,967434.0
2025-04-25,1403.7,1405.4,1322.4,1372.45,470,117,645676.0
2025-04-24,1410.55,1419.4,1398.0,1400.6,2798,368,3940998.0
2025-04-23,1399.65,1435.6,1394.8,1433.15,120,31,169848.0
2025-04-22,1466.95,1466.95,1395.85,1398.8,1653,158,2324217.0
2025-04-21,1434.6,1434.6,1402.4,1424.5,803,163,1142515.0
2025-04-17,1385.65,1450.0,1384.6,1428.4,852,145,1213887.0
2025-04-16,1352.45,1376.55,1340.0,1371.0,204,42,276716.0
2025-04-15,1350.0,1358.9,1342.3,1349.1,10628,130,14339211.0
2025-04-11,1355.0,1355.0,1294.5,1314.0,20677,82,27177091.0
2025-04-09,1283.75,1283.75,1265.4,1275.65,123,28,156954.0
2025-04-08,1247.75,1304.05,1247.75,1288.1,722,82,932572.0
2025-04-07,1290.0,1310.25,1202.4,1247.75,1491,319,1860690.0
2025-04-04,1309.45,1327.95,1300.0,1309.05,584,132,766111.0
2025-04-03,1292.0,1314.95,1292.0,1311.15,621,82,806857.0
2025-04-02,1302.85,1313.65,1302.7,1313.4,544,139,711864.0
2025-04-01,1294.65,1348.4,1285.95,1287.05,3541,301,4635626.0
2025-03-28,1277.4,1305.0,1273.9,1294.65,100,27,128204.0
2025-03-27,1306.1,1306.1,1272.2,1277.4,311,67,398855.0
2025-03-26,1290.75,1299.5,1269.45,1284.8,927,151,1193662.0
2025-03-25,1260.0,1288.95,1249.3,1272.45,901,124,1140607.0
2025-03-24,1263.4,1294.0,1260.05,1265.25,1134,207,1442874.0
2025-03-21,1243.45,1294.4,1243.45,1266.4,32,13,40262.0
2025-03-20,1209.1,1258.9,1204.4,1247.55,1203,324,1491303.0
2025-03-19,1182.2,1219.4,1169.75,1196.15,2811,48,3389838.0
2025-03-18,1196.8,1198.25,1163.6,1169.75,1854,282,2177295.0
2025-03-17,1177.0,1198.4,1177.0,1190.15,491,147,583341.0
2025-03-13,1183.0,1198.4,1170.0,1179.35,285,43,336351.0
2025-03-12,1254.0,1254.0,1169.6,1179.95,3802,305,4543851.0
2025-03-11,1273.85,1273.85,1140.2,1190.0,317,27,377835.0
2025-03-10,1170.0,1187.4,1142.2,1158.15,811,108,944160.0
2025-03-07,1160.0,1168.65,1160.0,1162.9,817,98,950109.0
2025-03-06,1158.5,1164.45,1135.5,1155.0,933,251,1073143.0
2025-03-05,1117.0,1163.85,1117.0,1158.5,150,30,173212.0
2025-03-04,1128.0,1128.0,1100.0,1111.45,1299,127,1437007.0
2025-03-03,1120.0,1141.7,1116.45,1130.05,686,36,777199.0
2025-02-28,1163.15,1167.0,1109.0,1116.45,1067,154,1205294.0
2025-02-27,1187.15,1218.4,1182.55,1215.4,264,21,315098.0
2025-02-25,1150.1,1191.5,1150.1,1186.55,272,27,322374.0
